,Title,Hoax
106, Surat Penetapan Penerima Bantuan Fisik Pendidikan SMP oleh Kemendikbudristek,1
7620, “MASJID INI DIBAKAR BARU TADI”,1
7420, Baznas Pasang Spanduk Menolak Tempat Perayaan Natal Selain Gereja,1
4862, Tutorial Mendapat Kuota Gratis 20GB dari Program Covid-19,1
9039,() Mie Instan tidak bernutrisi Dan bahayanya MSG?,1
3859, “HANCUR SUDAH!! JOKOWI MENJUAL INDONESIA”,1
2576, Penampakan Protes Wajib Vaksin di Melbourne Tahun 2021,1
4013, “sekarang Nussa Rarra dilarang diproduksi”,1
9100,()  Munculnya Bara Api di Yaman,1
5893, “Ini kiriman video betapa dahsyatnya wabah covid 19 di Amerika”,1
2225, Akun Facebook Sekretaris Daerah Kota Bengkulu Arif Gunardi Meminta Dibayari Tiket Pesawat,1
730, Tes Kesehatan Paru-Paru dengan Menahan Nafas,1
212," Video “4 Februari 2023, Deklarasi tambah 1 Periode lagi ini di Hadiri Langsung Oleh Presiden RI Joko Widodo”",1
8236,[] “Telah Allah Cabut Rasa Sakit Pada Pemuda Palestina Ini Ketika Tembakan Kafir Zionis Tepat Mengenai Dada Kirinya”,1
1297, Indra Kenz Dibebaskan dan Semua Asetnya Dikembalikan,1
4393, Surat Utang Ridwan Kamil,1
7321," Ma’ruf Amin Jika Saya Kalah, Umat Islam Akan Berdosa dan Masuk Neraka Semua!!",1
2515, Artikel berjudul “Cerita Ajid Terobos SD Ambruk di Cianjur demi Selamatkan Foto Jihyo”,1
6883,  Tarif Dasar Listrik Naik Lagi Awal Juli 2019,1
1414, Lowongan Kerja PT Berau Coal,1
8572,() Wakil Bupati Ciamis Dukung Ahok ke Jakarta dan Gunakan Kaos Berlogo Palu Arit,1
6759, Demo di Hongkong karena menolak campur tangan fihak Negara China Komunis,1
7964, Ketik #Aktif di Facebook Bisa Kembalikan Foto Profil Facebook yang Hilang,1
8011, “Gus Mus Membuat Tulisan Membela Puisi Sukmawati Soekarnoputri”,1
5400, “Aktor Javed Haider menjual sayuran karena tidak ada pekerjaan akibat pandemi #COVID19”,1
5613, PKI Memang Didukung TKA,1
107, Video Rekaman CCTV Gempa 7.5 SR Turki (6 Februari 2023) di Salah Satu Hotel Ternama Turki,1
5318," “Penampakan Burung Cabak, Mukanya Ngeselin”",1
3772, Gambar Permukaan Matahari yang Dipublikasikan NASA,1
8836,[] Jokowi Kalah Cepat Dengan SBY Soal Kinerja Saat Bencana Gempa Aceh,1
763, Makanan Kaleng Produksi Thailand Terkontaminasi Darah Penderita AIDS dan Daftar Minuman Penyebab Kanker,1
360, Ibu Norma Risma Hamil Tiga Bulan Dengan Menantunya,1
8890,() Makanan Kalengan Dari Thailand Mengandung Virus AIDS,1
5120," “Gunakan Bagian Putih Masker Di Luar Saat Tidak Sakit, Gunakan Bagian Biru Masker Di Luar Saat Sakit”",1
5925, “Ex Napi Tahun 2005 Jadi Wagub”,1
8062, @ArieKuntung “Anak 4 Tahun Bermigrasi Sendirian di Gurun Dari Suriah ke Jordan”,1
3314, Shopee Bagikan Cashback Senilai Rp2 Juta Kepada Pengguna Aplikasi Shopee,1
8725,() Obama Memegang Bokong Melania Trump,1
5332, Anies Sebut Mendungui Warga,1
5171," Pesan Berantai Penelitian Online Mahasiswi Ilmu Psikologi Kesehatan, Fakultas Kedokteran Universitas Brawijaya",1
6348, Video “Drone berondong rombongan jenderal Quds Iran Qaseem Soleimani. Ini yg katanya awal dari Perang Dunia Ketiga…”,1
2917, Foto Pemandangan Terasering dan Pantai di Vietnam,1
3077, “Penyebab Kematian Amien Rais”,1
2473, Bahasa China Sudah Masuk Kurikulum Sekolah di Halmahera Selatan,1
6698, Anak Perempuan 6 Tahun Gangguan Jiwa Karena Banyak Ikut Les,1
239, Venna Melinda Meninggal Dunia,1
5914, “Bansos PSBB Covid-19 dari Pemda DKI Jakarta Paket sembako senilai 350rb + uang tunai 150rb = 500rb rupiah”,1
4832, Kunyah Daun Sirih Untuk Mengatasi Covid-19,1
4469, Video Perempuan Berhijab Diserang di Perancis,1
222, Mahfud MD Dipecat dari Menkopolhukam,1
6363, Video Banjir Ikan di Waduk Wadas Lintang Kebumen,1
2794," Foto Planet Merkurius, Venus, dan Saturnus Sejajar dengan Piramida Giza",1
2982, Relawan Siaga Meluncurkan Program Pengisian Oksigen Gratis,1
2449, Foto Pertemuan Alien dan Manusia,1
5737," “Masuukk truusss silahkan masuukk, Orang mudik dilarang aseng bebas”",1
6051, Foto “Keadaan kota kota di dunia saat Corona mendera datang. Jakarta paling beda…”,1
3257, Foto Jurnalis Menangis Saat Meliput Serangan Tentara Israel ke Masjid Al-Aqsa,1
6155, “Menginformasikan di JICT bahwa Capt Kapal CMA CGM Virgina terkena Corona”,1
131, “Video Akibat Gempa Turki Seorang Penduduk Melompat Keluar”,1
9019,[] Surat Terbuka dari Andrea Hirata Untuk Ahok Gubernur DKI Jakarta,1
994, “Protes di Indonesia melonjaknya biaya energi”,1
6486," “WADUH, KALAH SAING BIKIN SAKIT HATI, JOKOWI AKAN COPOT PRABOWO??”",1
5927, “Listrik gratis dan diskon yang diberikan negara dibiayai dengan utang dari Bank Dunia sebesar 5 triliun”,1
2132, “Pria Ini Hamil Pertama Kalinya Dan Akhirnya Melahirkan Sepasang Anak”,1
5863, Foto Di Tengah Pemerintah Sibuk Melawan Corona Anies Sibuk Main Bola Dengan Anaknya,1
3375, Akun Twitter Indodax “@Xxx13550207” dan “@INDODAX16”,1
3405, Video Membuang Uang di Times Square untuk Teman Baiknya yang Meninggal karena Covid-19,1
764, Kepala Dinas Kesehatan Banjarmasin Meminta Dana Melalui WhatsApp,1
8272,[] “Sidoarjo Ditutup Karena Tanggul Lumpur Lapindo Jebol”,1
8993, Ridwan Kamil dicaci maki oleh berbagai pihak,1
5681, Begal Beraksi di Jalan Nangka Denpasar,1
7028, Akan ada aksi sweeping dari ormas Forum Betawi Rempug (FBR),1
2399, Foto Udara Spinx di Akhir Tahun 1800-an,1
7563, “𝗥𝗘𝗞𝗘𝗡𝗜𝗡𝗚 𝗚𝗘𝗡𝗗𝗨𝗧 𝗝𝗢𝗞𝗢𝗪𝗜 𝗗𝗜 𝗟𝗨𝗔𝗥 𝗡𝗘𝗚𝗘𝗥𝗜 𝗧𝗜𝗗𝗔𝗞 𝗗𝗜𝗟𝗔𝗣𝗢𝗥𝗞𝗔𝗡”,1
1963, Video Warga Berhamburan Dampak Gempa Banten 4 Februari 2022,1
6641, “Zainal mahasiswa yg demo di dpn Gedung DPR”,1
5628, Akun Whatsapp Kepala Dinkes Kota Bengkulu Meminta Transfer Uang,1
7234, “telah disahkan UUD LGBT”,1
624, “Gencarnya kristenisasi Kampung Palalangon Cianjur”,1
8600, Foto Jokowi Shalat Jenazah Pakai Duduk,1
7172, “DENGAN BANGGANYA MEREKA BERANI MEMAKAI SERAGAM MILITERNYA”,1
1349, Pemberian Hadiah Senilai Rp35 Juta dari Indonesia Giveaway Trans7 yang Dipandu Baim Wong dan Paula Verhoeven,1
1897, Video Jokowi Mengatakan Berminat Menjadi Presiden 3 Periode,1
5268, Akun Facebook Ketua KPU RI “Arief Budiman”,1
7727, “Pengakuan Jusuf Kalla perjuangan moral Jokowi”,1
5405, Anies “Seberat beratnya Pekerjaan Akan terasa ringan Bila tidak di kerjakan”,1
2075, Video “polisi cina kok di indonesia”,1
2522, Studi FDA Vaksin Pfizer Membuat Orang Lebih Rentan Tertular Covid-19,1
2963," Akun Facebook Bupati Indragiri Hulu, Rezita Meylani Yopi",1
8997,[] Foto personil ACT (Aksi Cepat Tanggap) meninggal,1
7584, Foto Jokowi hasil suntingan,1
92, Indonesia Ambil Alih Wilayah China,1
2481, Link Kuesioner Ulang Tahun BRI ke 120 Tahun,1
8032, “Pose Dua Jari ‘Peace’ Rentan Duplikasi Sidik Jari”,1
3027, Video “Tentara tidak tahu adat. Arogan sekali menyerang sopir truk”,1
5247, “mayat positif covid 19 dikuburkan masih menggunakan daster (tidak sesuai dgn syariat fardhu kifayah islam)”,1
940, Gerobak Mie Ayam Terpasang Meteran Listrik Daya 2200 Siap Dengan Kompor Listrik 1000 Watt,1
4397, Video Pemusik dan Penyanyi Dunia dari Berbagai Agama Menyanyikan Asmaul Husna di Selandia Baru untuk Memohon Berhentinya Wabah COVID-19,1
1741," “Anak-anak disuntik dgn zat bius dan akan diekspor ke Thailand, mereka akan dibunuh untuk diambil organnya”",1
3274," Indonesia berduka, 10 Dokter meninggal pada hari yang sama akibat terinfeksi Covid-19",1
3107, Foto “The Last Moment Dokter Hadio”,1
7569, Anggur yang Dijual Pinggir Jalan di Padang dan Tegal Berformalin,1
3000, Seorang Wanita Memecahkan Rekor Dunia dengan Melahirkan 10 Bayi Sekaligus,1
4253, “Amplop Berjalan Ketangkap Lagi di Medan”,1
5245," “Presiden Prancis, Macron meminta maaf dan berjanji membantu pendirian sekolah Turki di Prancis”",1
518," Video “Atas Perintah Jokowi, Serangan TNI Bumi Hanguskan Australia”",1
7136, “umat Islam New Zealand membakar Gereja”,1
5834, Pilkada 2020 Sumenep Siap Digelar,1
8574,"[] Nomor Telepon Luar Negeri Diklaim Mampu Menyalin Seluruh Data Kontak Hp, Kartu Kredit dan Rekening Bank",1
5412, Video “Bahagianya Sniper TNI saat target masuk dan kena pesawat Israel ancur di udara”,1
3819, Obat Klorin Dioksida Temuan Prof Dr Richard Claproth Dapat Menyembuhkan Covid-19,1
6447, Pemakaian Perhiasan Emas Pada Bayi Berbahaya Karena Partikel Emas Dapat Menembus Kulit,1
8750, Ahok Kabur Untuk Menghindari Amukan Warga,1
5427, Foto Uya Kuya Menghipnotis Wapres Maruf Amin,1
5021, “menurut ramalan kartun The Simpsons Presiden Amerika Donald Trump akan meninggal pada 27 Agustus 2020”,1
965, Foto “SBY Dijemput Paksa Brimob Bersenjata Lengkap”,1
6505, “Di Rusia Juga Ada Yang Bersholawat”,1
2407, Gambar Tangkapan Layar Artikel berjudul “Jokowi Pilih Andika Jadi Calon Panglima TNI”,1
447, ” FERDY SAMBO KAGET JESSICA KUMALA BONGKAR BUKTI INI DI DEPAN HAKIM”,1
2094, Foto Asteroid Melintasi Bumi pada bulan Desember 2021,1
1840, Foto “this is an Amazing shot of San Francisco!!”,1
5458, “Aliran Komunis & Gerakan PKI Bangkit Lewat PDIP”,1
2215, Foto Jokowi saat Kelulusan,1
1922," Diadakan penertiban makam di TPU Karet Bivak, Jakarta Pusat",1
866," Video Badai Ian di Naples, Florida",1
6211, “20 juta orang Cina memeluk agama Islam selelah terbukti epidemi Corona tdk menyerang umat Islam”,1
6538," UYM Prabowo Masih Kurang Cocok Jadi Menhan, Harusnya Coba Menjabat Dari Ketua RT Dulu",1
3880," Kartel Narkoba Lolos, Presiden Filipina Beri Peringatan pada Jokowi",1
5735, ”Seorang Pasien Dalam Pengawasan Covid-19 (PDP) Mengamuk di Pintu Rumah sakit Pamekasan Madura”,1
1603, Akun Telegram Bibit.id,1
8526,[] Pelaku Bom Kampung Melayu adalah Anggota Polisi,1
2063," Razia STNK, Kendaraan yang Terlambat Membayar Pajak akan Dikandangkan",1
8188,() Konvoi Mobil Militan ISIS di Hujani Bom Oleh Pesawat Tempur Iraq,1
5714, Tidak Menggunakan Masker Denda Rp300 Ribu di Semarang,1
3717, Tautan Registrasi Program Kartu Prakerja,1
5672, Manager Giant Pal 6 Banjarmasin Meninggal Kena Covid-19,1
1665, FADLI ZON AKHIRNYA RESMI DIPECAT DARI KURSI DPR,1
321, Azriel Hermansyah menghamili seorang gadis Bali,1
5379," “ini bukan politik, tapi kenyataan Pak Jokowi berhasil memulangkan 11,000 Triliun uang negara dari Swiss.”",1
3312, Foto Pegunungan Himalaya dari Ruang Angkasa,1
4938, Artikel Berjudul “Peneliti Australia Sebut  Jokowi “ Presiden Tak Berkemampuan “ Tapi Memiliki Daya Rusak”,1
5696," Pesan Berantai “ada 13 org penjual daging yg positif covid19, sekarang ini di pasar cileungsi lg dilakukan test swab massal”",1
1144, Beberapa vaksin COVID-19 dapat meningkatkan risiko HIV.,1
8056," “Kecam Pernyataan Said Aqil, Neno Warisman Kami Para Ibu Tidak Terima!”",1
4641, “Gatot Nurmantyo ternyata sudah kabur ke Luar Negeri”,1
2166, Burger yang Diproduksi oleh McDonald’s Mengandung Ammonia Hydroxide,1
8757,[] Pegawai PLN Meninggal Tersengat Listrik dari Telepon Genggam Miliknya Yang Sedang Mengisi Baterai,1
3827, Foto Satelit Retakan Bawah Laut Akibat Gempa Sulbar,1
3185, Video “HELIKOPTER ISRAEL JATUH DI TEMBAK DENGAN RUDAL PALESTINA”,1
7910, Artikel “Analisis Mulyo Wibisono” yang Diedarkan Kembali,1
5812, Permohonan Kelonggaran Angsuran ke OJK,1
1112," Paparan Sinar Matahari Tidak Menyebabkan Kanker Kulit, tapi Sun Screen Penyebabnya",1
1145," “DUNIA DILANDA KRISIS, PRESIDEN JOKOWI DIPILIH PBB JADI PEMIMPIN SATGAS PENANGANAN KRISIS GLOBAL!”",1
7626, Foto-Foto Mahasiswa Dianiaya Polisi yang Tak Diliput Media Saat Ini,1
7748, “Racun Vaksin apa yg kalian tebarkan”,1
668," Mantan Presiden Brazil, Lula da Silva, Memegang Patung Satanis",1
6192, Tangkapan Layar “Rieke Dyah”Aku Bingung Memangnya Kalau PKI Bangkit Kembali Kenapa?Ada Masalah Ya?””,1
2678, Gojek Bagikan Uang Rp2.000.000 sebagai Perayaan Hari Jadi ke-10 Tahun,1
5356, “Video pembuangan jenazah-jenazah korban Covid-19 di laut Meksiko”,1
4024, “vaksin Sinovac disebutkan memberi efek samping pembesaran alat kelamin”,1
567, Informasi Jaringan Internet Di Sulawesi Tengah Akan Mati Total Pada 26-27 November,1
8025, Warna Liturgi Khusus Pekan Suci Pada Tri Hari Suci,1
1195," Foto Artikel “Pesantren Alquran Terba4kar, 26 Santri Dan Dua Guru T3w4s Terp4ngg4ng”",1
736, “perang Indonesia vs Australia diperbatasan tak terelakkan”,1
7261, “KORAN INGGRIS”,1
4338, “Google Membuka Kantor Pertama di Pakistan”,1
4480," “kalau ada yg kerumah, pakai baju lambang pancasila laki-laki 2 orang, Penipu itu, karna sudah ada yg dihipnotis.”",1
1954, Game Omicron Sejak Tahun 1999,1
1691, Tentara Ukraina Membunuh Pria Chechnya,1
2835, Lowongan Kerja Crew Runner PON Papua 2021,1
2124, Pesan Obama untuk Pemilu Presiden Kenya 2022,1
7903, “Semakin Banyak Artis yang Smart dan Faham Akan Kondisi dan Nasib Rakyatnya”,1
6523, “pancasila di ubah jdi bahasa cina”,1
6481," Video Ruangan kantor Komisaris Utama Pertamina, Disegel Serikat Pekerja Pertamina yg menolak AHOK",1
4532,  Foto Rapper Ice Cube dan 50 Cent Memakai Topi “Trump 2020”,1
5814, Video “berdoa untuk italia”,1
47," IGUN LANGSUNG TERBANG KE JERMAN JENGUK BUNDA CORLA, DUKUN JERMAN SEBUT SAKIT BUNDA CORLA TAK BIASA.!",1
4233, Cover Majalah Tempo Berjudul “SANG DALANG PERUSAK BHINNEKA”,1
14, Tawaran kerja sampingan,1
1372, Gambar Tangkapan Layar Artikel Aspek.id “Anies menyakinkan pada warga apabila formula E di laksanakan Jakarta tidak akan banjir lagi”,1
7696, “Rencana E-Voting Pada Pileg dan Pilpres 2019”,1
5041, Devils Tower di Wyoming Amerika Serikat Adalah Pohon Purba,1
7638, “#2019TetapJokowi” di foto Dian Sastro,1
8290, Pesawat Ufo Di Nepal/Colorado US,1
5206," “Adidas menawarkan 3100 Sepatu Gratis, T-shirt dan Masker”",1
1501, Bantuan Voucer Pulsa Senilai Rp2 Juta dari BSSN (Badan Siber Dan Sandi Negara) Untuk Masyarakat Terdampak Covid-19,1
1739, Kain Sarung Atlas Edisi Atlas Idaman Harmoni Bermotif Anjing,1
6879,  Prof. Tokuda terseyum ketika memperlihatkan data kecurangan KPU,1
8181,[] MANTAN NAPI SALEMBA BERKELIARAN DI JAKBAR,1
1328, Gambar Letusan Gunung Merapi pada 30 Mei 2022,1
8127,[] KEPOLISIAN MESUJI TERTANGKAP BASAH TENGAH MELAKUKAN PUNGLI,1
6753, Surat Undangan Bimbingan Teknis untuk Pelaku Usaha dari BPOM,1
6840, Pesan Dari Pangdam IX Udayana Tentang Cek Gula Darah Dengan Jarum Bervirus AIDS,1
8664, Penonaktifan Ahok Presiden Menunggu Isyarat Dari Investor Reklamasi (Foto),1
5929, “SITUBONDO LOCKDOWN”,1
4326, Video Maradona Kelebihan Berat Badan Menendang Bola Tenis,1
8359,[] Video Tabung Gas Meledak Karena Digoyang-goyangkan,1
1287, Tiket Masuk Candi Borobudur naik karena patung “I Gede Utange Jokowi”,1
3985, Video “Detik-Detik Jatuhnya Pesawat Sriwijaya Air SJ 182”,1
5865, “Italia Mengumumkan Penyerahannya”,1
3932, Akun Twitter Cimb Niaga @CIMBNiaga9,1
1142, Akun Whatsapp Wakil Wali Kota Cirebon Eti Herawati “+6285837232955”,1
4817, Video Ribuan Ikan Datangi Pantai Gaza,1
7238, SMS Dukungan Buat Jokowi di Pilpres 2019,1
3755," Tangkapan Layar Artikel Detik.com “Anies Kalau Hanya Bangun Kota Yang Megah, Firaun Juga Bisa” Yang Penting Habiskan APBD. Unfaedahpun Nggak Masalah",1
8409," Punya Pistol FN Saja Sudah Berani Begini Kepada TNI, …",1
3898, “VAKSINASI PRESIDEN HARUS DIULANG DAN HATI-HATI DENGAN VAKSINASI”,1
5213, Tulisan Bocah “Pak Putin Tolong Kirim Rudal Ke Gedung DPR Kami”,1
5358, Gambar “Pria Asal Yaman Berhubungan Seks dengan Kambing ditangkap Polisi”,1
3715, Surat Pengangkatan CPNS Lewat Jalur Khusus,1
2214, Gambar Tangkapan Layar Artikel Kompas.com “warga DKI bingung dengan hasil kinerja Anies Baswedan yang selalu dapat penghargaan”,1
1330, Foto “Detik-detik Polisi Maritim Swiss Menemukan Eril Kamil Di Sungai Aare Swiss”,1
6671, Pesilat Pagar Nusa Purbalingga meninggal karena atraksi pemecahan batu bata di atas kepala menggunakan palu,1
6911, Pemprov DKI Habiskan 14 Miliar Untuk Bus Mudik Gratis,1
7097, “Mahatir Mohammad minta China membongkar semua jalan Tol”,1
7353, TV Dirusak Karena Pemberitaan Harga BBM Turun 200 Rupiah,1
3543, Foto Masa Kecil Bill Gates pada Tahun 1963,1
5398, Foto Presiden Jokowi dengan Narasi Mengakui Bahwa Marahnya Menggunakan Teks,1
9104,"[] Dituduh PKI Bangkit di Pamekasan, Jokowi Dicaci Maki",1
3094, Link Subsidi Pulsa 200 Ribu dan Kuota 125 GB Kemendikbud RI,1
2991, Mantan Bupati Gresik Meninggal Dunia,1
1022, Video “Menolak lupa tragedi pembantaian anak usia 15 tahun pada bulan puasa tanggal 23 mei 2019 oleh pasukan Brimob”,1
623, Orang-Orang Israel Dikeroyok Di Piala Dunia Qatar 2022,1
3316," Covid-19 Adalah Bakteri yang Terpapar Radiasi, Sumber Kementerian Kesehatan Rusia",1
8891,[] Pembakaran Al-Quran & Etnis Rohingnya oleh Tentara Myanmar,1
1684, Pembalap Marc Marquez Sedang Di Bulukumba Untuk Di Urut,1
6906, Kapolres Solok Kota Sebut Polri Diberi Porsi Terdepan dan Teratas Dalam Menjaga Keamanan Nasional,1
582, Video Ikan Nun yang Menelan Nabi Yunus,1
3352, Versi Baru WhatsApp dengan Warna Merah Muda,1
8309,[] “Toyota Kadal Meluncur Bulan April 2018”,1
4007, Surat Edaran MUI Waspada Rapid Test Modus Operandi dari PKI,1
1509," “TERLIBAT KUDETA PRESIDEN, DIJEMPUT PAKSA, ANIES BABAK BELUR BEGINI”",1
761, “Giveaway Baim Wong melalui akun 𝐁𝐨𝐬𝐬𝐬 𝐐𝐢;𝐮𝐮”,1
3070," Mengandung Virus Baru, Merek Handsanitizer ‘Farah’ Dapat Sebabkan Tangan Melepuh",1
6144, “Selamat datang TKA China sebarkan virus corona #TergagapCorona”,1
5014, Vaksin Covid Sebabkan Mandul,1
4898, Foto “ANIES DAPAT PIALA JUARA SATU DALAM CORONA”,1
2189, Foto Rumah Abad Pertengahan di Perancis yang Dibangun Tahun 1509,1
3091," Video “Demi berangkat sekolah, anak-anak ini rela mempertaruhkan nyawa menyeberang sungai bergelantungan”",1
1516," Pesan WhatsApp Wakil Bupati Gunungkidul dengan Nomor “081329879795” Menyalurkan Donasi Kepada Yayasan, Masjid, dan Panti Asuhan",1
5869," “di DKI setiap keluarga sudah diberi paket bantuan sebesar Rp1,2 juta. Hanya penyaluran bantuan bertahap.”",1
8860, Vaksin Kanker Serviks Menyebabkan Menopause Dini,1
4855, Minyak Kayu Putih Dapat Memutihkan ketiak,1
7758, Pemberlakuan Tilang Elektronik Melalui Pemantauan CCTV oleh Pemerintah Kota Manado per Agustus 2018,1
7116, “Kok bebas acungkan 1 jari?”,1
8966,()  Modus Perampokan Dengan Pisau Kartu Nama,1
2582, Video “Ini bukti megawati ingin merubah pancasila”,1
3914, “5 cara utk meningkatkan ANTI BODY” dari Regu Pembasmi Covid-19,1
5862, “PT. HEBAT milik Kaesang anak Jokowi melalui Kemenkop dapat Rp.200 M utk pelatihan UKM”,1
7799, Video Pemotor yang Melintas di JLNT Casablanca Tak Ditilang Polisi Karena Punya Black Card,1
5608," Petugas Rapid Test Jarang Mengganti Sarung Tangan, Bisa Tularkan Covid-19 dari Pasien Sebelumnya",1
6123, Suntingan Video “Planet Nibiru”,1
4970, Pesan WhatsApp Soal Razia Keliling di Pekalongan,1
7305, Video Operasi Karena Lintah di Kangkung,1
6311, Video Hasil Operasi Usus Buntu Penuh Boba,1
5630, Ruhut Sitompul Diumumkan Menjadi Anggota BPIP Menggantikan Mahfud MD,1
4295, Bupati Bahrain Kasuba Menetapkan Dukungannya Kepada Paslon No. 2 Pilkada Halmahera Selatan 2020,1
4922, “Surat Panggilan Interview karyawan Garuda Indonesia”,1
7592, Ketum PP Muhammadiyah Haedah Nashir Dukung Jokowi – Ma’ruf Amin dalam Pilpres 2019,1
2478, Video Protein yang Bergerak di Mikroskop,1
4359, Akun Facebook Wakil Wali Kota Pekanbaru “Ayat Cahyadi”,1
5694," “Mau jenius seperti saya, minum selalu AJINOMOTO”",1
6956, “Dibuang Sajaa”,1
5296, “Inisial “H” di Nama Jokowi Ternyata Kepanjangan dari Herbertus”,1
1149," “Indonesia resmi keluar dari AFF, Indonesia dipastikan akan gabung di piala EAFF”",1
2968, Foto Akting Plandemi Kantong Mayat Palsu di India,1
221, “RUMAH CAK NUN DISEGEL DENSUS 88”,1
960, Wakil Bupati Yapen Frans Sanadi Meninggal Dunia,1
5226," Foto “Penipuan para medis, termasuk alat tes suhu di kening, itu alat sinar leser tes suhu kabel demi proyek covit”",1
6576, Pelajar Yang Fotonya Viral Membawa Bendera Saat Demo Di depan Gedung DPR Meninggal Dunia,1
4085, Salju Di Mesir Cuaca Tidak Normal,1
1527, Surat Panggilan Test Calon Pegawai PLN Lokasi Denpasar,1
6721, Lari Menggunakan Jaket Akan Lebih Cepat Kurus,1
3085, Pesan Giveaway Rp175 Juta dari Kedas Beauty,1
4075," Video Siaran Langsung “Kapal Tenggelam, 1 Januari 2021”",1
6005, “Masuk Kota Sukabumi Harus Memiliki Surat Keterangan dari kepolisian domisili”,1
2199, Foto Para Anggota GP Ansor Beribadah di Gereja,1
4313, “Robot Luar Biasa dari Israel”,1
2688, Laboratorium Pfizer di Madrid Terbakar,1
4230, KPK Lakukan OTT Seorang Dokter Gigi di Surabaya Berkaitan dengan Pilkada 2020,1
1010, Observatorium Bosscha Menjadi Tempat Syuting Pengabdi Setan 2,1
6435, Sapi Yang Tersambar Petir Di Kupang Dagingnya Akan Dijual Ke Pasar,1
465, Anies Baswedan Berselingkuh dengan Dhena Devanka,1
6561, Pesan Larangan Kendaraan Plat AD Solo ke Jogja,1
8119, “Gemuruh Suara Asteroid yang Sedang Melintas”,1
7427, “PAWAI KEMENANGAN PERSIJA SEPI DARI PEMBERITAAN MEDIA”,1
1430," “Presiden AS Menjemput PM Singapura, sementara Jokowi hanya Dijemput Dubes Indonesia untuk AS.”",1
